"","x"
"2021","1503900011419"
"2022","1503900011423"
"2023","1503900011438"
"2024","1503900011442"
"2025","1503900011457"
"2026","1503900011461"
"2027","1503900011476"
"2028","1503900011508"
"2029","1503900011512"
"2030","1503900011762"
"2031","1503900011777"
"2032","1503900011781"
"2033","1503900011796"
"2034","1503900011809"
"2035","1503900011813"
"2036","1503900011828"
"2037","1503900011832"
"2038","1503900011847"
"2039","1503900011851"
"2040","1503900011866"
"2041","1503900011870"
"2042","1503900011885"
"2043","150390001189A"
"2044","1503900011902"
"2045","1503900011917"
"2046","1503900011921"
"2047","1503900011936"
"2048","1503900011940"
"2049","1503900011955"
"2050","150390001196A"
"2051","1503900011974"
"2052","1503900011989"
"2053","1503900012008"
"2054","1503900012012"
"2055","1503900012027"
"2056","150390001207A"
"2057","1503900012084"
"2058","1503900012099"
"2059","1503900012101"
"2060","1503900012116"
"2061","1503900012135"
"2062","150390001214A"
"2063","1503900012154"
"2064","1503900012169"
"2065","1503900012173"
"2066","1503900012188"
"2067","1503900012224"
"2068","1503900012239"
"2069","1503900012243"
"2070","1503900012258"
"2071","1503900012262"
"2072","1503900012277"
"2073","1503900012281"
"2074","1503900031550"
"2075","1503900031565"
"2076","150390003157A"
"2077","1503900031616"
"2078","1503900031620"
"2079","1503900031635"
"2080","150390003164A"
"2081","1503900031654"
"2082","1503900031669"
"2083","1503900031673"
"2084","1503900031688"
"2085","1503900031692"
"2086","1503900040800"
"2087","1503900040815"
"2088","1503900041315"
"2089","1503900071546"
"2090","1503900110073"
"2091","150390011082A"
"2092","1503900110834"
"2093","1503900110849"
"2094","1503900110853"
"2095","1503900111349"
"2096","1503900111495"
"2097","150390011221A"
"2098","1503900120779"
"2099","1503900120783"
"2100","1503900120798"
"2101","1503900121175"
"2102","150390012118A"
"2103","1503900121194"
"2104","1503900121283"
"2105","1503900121298"
"2106","150390012132A"
"2107","1503900121334"
"2108","1503900122031"
"2109","1503900122046"
"2110","1503900122296"
"2111","1503900122309"
"2112","1503900641743"
"2113","1503900641758"
"2114","1503900642050"
"2115","1503900642065"
"2116","1503900642192"
"2117","1503900642205"
"2118","1503901511584"
"2119","1503901511599"
"2120","1503901511601"
"2121","1503901511705"
"2122","150390151171A"
"2123","1503901511724"
"2124","1503901511739"
"2125","1504000010036"
"2126","1504000010055"
"2127","1504000010089"
"2128","1504000010093"
"2129","1504000010106"
"2130","1504000010110"
"2131","1504100010029"
"2132","1504200010308"
"2133","1504200010312"
"2134","150420002044A"
"2135","1504200020454"
"2136","150420007037A"
"2137","1504200160401"
"2138","1504200160416"
"2139","1504200170346"
"2140","1504200220384"
"2141","1504200240350"
"2142","1504200290399"
"2143","1504200300331"
"2144","1504200300420"
"2145","1504200300435"
"2146","1504200310295"
"2147","1504200310473"
"2148","1504200310488"
"2149","1504200310492"
"2150","1504200320365"
"2151","150420033012A"
"2152","1504200340219"
"2153","1504200350223"
"2154","1504200350469"
"2155","1504300010061"
"2156","1504300010076"
"2157","1504300010080"
"2158","1504300010095"
"2159","1504300010108"
"2160","1504300010112"
"2161","150440001004A"
"2162","1504400010092"
"2163","1504400010105"
"2164","150440020011A"
"2165","1504400200124"
"2166","1504400200139"
"2167","1504400200143"
"2168","1504400200158"
"2169","1504500010259"
"2170","1504500010263"
"2171","1504500010278"
"2172","1504500010282"
"2173","1504500010297"
"2174","1504500010386"
"2175","1504500010390"
"2176","1504500010422"
"2177","1504500070441"
"2178","1504500070456"
"2179","1504500070460"
"2180","1504500070475"
"2181","150450007048A"
"2182","1504500070494"
"2183","1504500070507"
"2184","1504600010025"
"2185","1504600030059"
"2186","1504600050063"
"2187","150470001008A"
"2188","1504700200183"
"2189","150470025015A"
"2190","1504800010299"
"2191","150480001034A"
"2192","1504800010354"
"2193","1504800010369"
"2194","150480001041A"
"2195","1504800010424"
"2196","1504800010458"
"2197","1504800010462"
"2198","1504800080250"
"2199","1504800080320"
"2200","1504800080335"
"2201","1504800120195"
"2202","1504800130123"
"2203","1504800130265"
"2204","1504800130284"
"2205","1504800130439"
"2206","1504800130443"
"2207","1504800150301"
"2208","1504800150316"
"2209","1504800150373"
"2210","1504800150388"
"2211","1504800180405"
"2212","1504900010065"
"2213","150490001007A"
"2214","1504900010084"
"2215","1504900010099"
"2216","1504900010101"
"2217","1504900010116"
"2218","1504900050027"
"2219","1505000010047"
"2220","150500001009A"
"2221","1505000010102"
"2222","1505000010117"
"2223","1505000010121"
"2224","1505000010136"
"2225","1505000010174"
"2226","1505000010189"
"2227","1505000020140"
"2228","1505000020155"
"2229","150500002016A"
"2230","1505000020193"
"2231","1505100010186"
"2232","1505100010241"
"2233","1505100010256"
"2234","1505100010260"
"2235","1505100010275"
"2236","1505100010453"
"2237","1505100010468"
"2238","1505100010472"
"2239","150510007028A"
"2240","1505100070294"
"2241","1505100170400"
"2242","1505100200330"
"2243","150510020042A"
"2244","1505100200449"
"2245","1505100210078"
"2246","150510022035A"
"2247","1505100220364"
"2248","1505100240379"
"2249","1505100240383"
"2250","1505100240398"
"2251","1505100260307"
"2252","1505100260311"
"2253","1505100260326"
"2254","1505100260345"
"2255","1505100260434"
"2256","1505100280415"
"2257","1505100860487"
"2258","1505200010056"
"2259","1505200010060"
"2260","1505200010075"
"2261","150520001008A"
"2262","1505200010164"
"2263","1505200010179"
"2264","1505200010183"
"2265","1505200010198"
"2266","1505300010034"
"2267","1505300010049"
"2268","1505300010053"
"2269","1505300010068"
"2270","1505300010072"
"2271","1505300010104"
"2272","1505300010123"
"2273","1505300010138"
"2274","1505300010142"
"2275","1505300010212"
"2276","1505300010227"
"2277","1505300010284"
"2278","1505300010335"
"2279","150530001034A"
"2280","1505300050299"
"2281","1505300050320"
"2282","1505300050354"
"2283","1505300050369"
"2284","1505400010258"
"2285","1505400010281"
"2286","1505400010332"
"2287","1505400010351"
"2288","1505400010510"
"2289","1505400010563"
"2290","1505400010578"
"2291","1505400010703"
"2292","1505400010718"
"2293","1505400010722"
"2294","1505400010737"
"2295","1505400320031"
"2296","1505400320760"
"2297","1505400320794"
"2298","1505400340826"
"2299","1505400340830"
"2300","1505400340845"
"2301","150540034085A"
"2302","1505400340864"
"2303","1505400340879"
"2304","1505400340883"
"2305","1505400340898"
"2306","1505400340900"
"2307","1505400350402"
"2308","1505400350417"
"2309","1505400350633"
"2310","1505400350648"
"2311","1505400350811"
"2312","1505400370915"
"2313","150540037092A"
"2314","1505400370934"
"2315","1505400370949"
"2316","1505400370953"
"2317","1505400370968"
"2318","1505400370972"
"2319","1505400370987"
"2320","1505400370991"
"2321","1505400381006"
"2322","1505400381010"
"2323","1505400381025"
"2324","150540038103A"
"2325","1505400381044"
"2326","1505400381059"
"2327","1505400381063"
"2328","1505400381078"
"2329","1505400381082"
"2330","1505400381097"
"2331","1505400410756"
"2332","150540041110A"
"2333","1505400430741"
"2334","1505400470652"
"2335","1505400470667"
"2336","1505400491114"
"2337","1505400491129"
"2338","1505400491133"
"2339","1505400491148"
"2340","1505400491152"
"2341","1505400491167"
"2342","1505400491171"
"2343","1505400491186"
"2344","1505400491190"
"2345","1505400491203"
"2346","1505400491218"
"2347","1505400491222"
"2348","1505400491237"
"2349","1505400491241"
"2350","150540052078A"
"2351","1505400550506"
"2352","1505400550775"
"2353","1505500010043"
"2354","1505500010058"
"2355","1505500010062"
"2356","1505600010089"
"2357","1505600060093"
"2358","1505600090178"
"2359","1505600090214"
"2360","150560018020A"
"2361","1505700010048"
"2362","1505700010103"
"2363","1505700010122"
"2364","1505700010141"
"2365","1505700010156"
"2366","1505700010160"
"2367","1505700010175"
"2368","150570001018A"
"2369","1505700010245"
"2370","1505700010283"
"2371","150570001032A"
"2372","1505700010353"
"2373","1505700010368"
"2374","1505700010372"
"2375","1505700010391"
"2376","1505700010404"
"2377","1505700010419"
"2378","1505700010480"
"2379","1505700010495"
"2380","1505700010508"
"2381","1505700010512"
"2382","1505700010550"
"2383","1505700010584"
"2384","1505700010599"
"2385","1505700010601"
"2386","1505700010616"
"2387","1505700010620"
"2388","1505700010635"
"2389","150570001064A"
"2390","1505700010669"
"2391","1505700010688"
"2392","1505700010692"
"2393","1505700010705"
"2394","150570001071A"
"2395","1505700010743"
"2396","1505700010813"
"2397","1505700010851"
"2398","1505700010866"
"2399","1505700010870"
"2400","1505700010936"
"2401","1505700010940"
"2402","1505700010955"
"2403","1505700011031"
"2404","1505700011084"
"2405","1505700011116"
"2406","1505700011135"
"2407","150570001114A"
"2408","1505700011154"
"2409","1505700011169"
"2410","1505700011173"
"2411","1505700011188"
"2412","1505700011192"
"2413","1505700011205"
"2414","150570001121A"
"2415","1505700011224"
"2416","1505700011239"
"2417","1505700011243"
"2418","1505700011258"
"2419","1505700011262"
"2420","1505700011277"
"2421","1505700011281"
"2422","1505700011296"
"2423","1505700011309"
"2424","1505700011313"
"2425","1505700011328"
"2426","1505700011332"
"2427","1505700011347"
"2428","1505700011351"
"2429","1505700011366"
"2430","1505700011370"
"2431","1505700011385"
"2432","150570001139A"
"2433","1505700011402"
"2434","1505700011417"
"2435","1505700011421"
"2436","1505700011436"
"2437","1505700011440"
"2438","1505700011455"
"2439","150570001146A"
"2440","1505700011474"
"2441","1505700011489"
"2442","1505700011493"
"2443","1505700011506"
"2444","1505700011510"
"2445","1505700011525"
"2446","150570001153A"
"2447","1505700011544"
"2448","1505700011559"
"2449","1505700011563"
"2450","1505700011578"
"2451","1505700011582"
"2452","1505700011597"
"2453","150570001160A"
"2454","1505700011614"
"2455","1505700011629"
"2456","1505700011633"
"2457","1505700011648"
"2458","1505700011652"
"2459","1505700011667"
"2460","1505700011671"
"2461","1505700011686"
"2462","1505700011690"
"2463","1505700011703"
"2464","1505700011718"
"2465","1505700011722"
"2466","1505700011737"
"2467","1505700011741"
"2468","1505700011756"
"2469","1505700011760"
"2470","1505700011775"
"2471","150570001178A"
"2472","1505700011794"
"2473","1505700011807"
"2474","1505700011811"
"2475","1505700011826"
"2476","1505700011830"
"2477","1505700011845"
"2478","150570001185A"
"2479","1505700011864"
"2480","1505700011879"
"2481","1505700011883"
"2482","1505700011898"
"2483","1505700011900"
"2484","1505700011915"
"2485","150570001192A"
"2486","1505700011934"
"2487","1505700011949"
"2488","1505700011953"
"2489","1505700011968"
"2490","1505700011972"
"2491","1505700011987"
"2492","1505700011991"
"2493","1505700012006"
"2494","1505700012010"
"2495","1505700012025"
"2496","150570001203A"
"2497","1505700012044"
"2498","1505700012059"
"2499","1505700012063"
"2500","1505700012078"
"2501","1505700012082"
"2502","1505700012097"
"2503","150570001210A"
"2504","1505700012114"
"2505","1505700012129"
"2506","1505700012133"
"2507","1505700012148"
"2508","1505700012152"
"2509","1505700012167"
"2510","1505700012171"
"2511","1505700012186"
"2512","1505700012190"
"2513","1505700012203"
"2514","1505700012218"
"2515","1505700012222"
"2516","1505700012237"
"2517","1505700012241"
"2518","1505700012256"
"2519","1505700012260"
"2520","1505700012275"
"2521","150570001228A"
"2522","1505700012294"
"2523","1505700012307"
"2524","1505700012311"
"2525","1505700012326"
"2526","1505700012330"
"2527","1505700012345"
"2528","150570001235A"
"2529","1505700012364"
"2530","1505700012379"
"2531","1505700012383"
"2532","1505700012398"
"2533","1505700012400"
"2534","1505700012415"
"2535","1505700012434"
"2536","1505700012449"
"2537","1505700012453"
"2538","1505700012468"
"2539","1505700012472"
"2540","1505700012487"
"2541","1505700012491"
"2542","1505700012504"
"2543","1505700012519"
"2544","1505700012523"
"2545","1505700012538"
"2546","1505700012542"
"2547","1505700012557"
"2548","1505700012561"
"2549","1505700012576"
"2550","1505700012580"
"2551","1505700012595"
"2552","1505700012608"
"2553","1505700012612"
"2554","1505700012650"
"2555","1505700012665"
"2556","150570001267A"
"2557","1505700012684"
"2558","1505700012701"
"2559","1505700882631"
"2560","1505700882646"
"2561","1505700982627"
"2562","1505702672699"
"2563","1505800010030"
"2564","1505800010079"
"2565","1505800010083"
"2566","1505800010098"
"2567","1505800010100"
"2568","1505800010115"
"2569","150580001012A"
"2570","1505800010134"
"2571","1505800010149"
"2572","1505800010153"
"2573","1505800010168"
"2574","1505800010172"
"2575","1505800010187"
"2576","1505800010191"
"2577","1505800010204"
"2578","1505800010219"
"2579","1505800010223"
"2580","1505800010238"
"2581","1505800010261"
"2582","1505800010276"
"2583","1505800010280"
"2584","1505800010295"
"2585","1505800010308"
"2586","1505800010312"
"2587","1505800010327"
"2588","1505800010331"
"2589","1505800010346"
"2590","1505800010350"
"2591","1505800010365"
"2592","150580001037A"
"2593","1505800010384"
"2594","1505800010399"
"2595","1505800010401"
"2596","1505800010416"
"2597","1505800010420"
"2598","1505800010435"
"2599","150580001044A"
"2600","1505800010454"
"2601","1505800010469"
"2602","1505800010473"
"2603","1505800010488"
"2604","1505800010492"
"2605","1505800010505"
"2606","150580001051A"
"2607","1505800010524"
"2608","1505800010539"
"2609","1505800010543"
"2610","1505800010558"
"2611","1505800010562"
"2612","1505800010577"
"2613","1505800010581"
"2614","1505800010596"
"2615","1505800010609"
"2616","1505800010613"
"2617","1505800010628"
"2618","1505800010632"
"2619","1505800010647"
"2620","1505800010651"
"2621","1505800010666"
"2622","1505800010670"
"2623","1505800010685"
"2624","150580001069A"
"2625","1505800010702"
"2626","1505800010717"
"2627","1505800010721"
"2628","1505800010736"
"2629","1505800010740"
"2630","1505800010755"
"2631","150580001076A"
"2632","1505800010774"
"2633","1505800010789"
"2634","1505800010793"
"2635","1505800010806"
"2636","1505800010810"
"2637","1505800010825"
"2638","150580001083A"
"2639","1505800010844"
"2640","1505800010859"
"2641","1505800010863"
"2642","1505800010878"
"2643","1505800010882"
"2644","1505800010897"
"2645","150580001090A"
"2646","1505800010914"
"2647","1505800010929"
"2648","1505800010933"
"2649","1505800010948"
"2650","1505800010952"
"2651","1505800010967"
"2652","1505800010971"
"2653","1505800010986"
"2654","1505800010990"
"2655","1505800011005"
"2656","150580001101A"
"2657","1505800011024"
"2658","1505800011039"
"2659","1505800011043"
"2660","1505800011058"
"2661","1505800011062"
"2662","1505800011077"
"2663","1505800011081"
"2664","1505800011096"
"2665","1505800011109"
"2666","1505800011113"
"2667","1505800011128"
"2668","1505800011132"
"2669","1505800011147"
"2670","1505800011151"
"2671","1505800011166"
"2672","1505800011170"
"2673","1505800011185"
"2674","150580001119A"
"2675","1505800011202"
"2676","1505800011217"
"2677","1505800011221"
"2678","1505800011236"
"2679","1505800011240"
"2680","1505800011255"
"2681","150580001126A"
"2682","1505800011274"
"2683","1505800011289"
"2684","1505800011293"
"2685","1505800011306"
"2686","1505800011310"
"2687","1505800011325"
"2688","150580001133A"
"2689","1505800011344"
"2690","1505800011359"
"2691","1505800011363"
"2692","1505800011378"
"2693","1505800011382"
"2694","1505800011397"
"2695","150580001140A"
"2696","1505800011414"
"2697","1505800011429"
"2698","1505800011433"
"2699","1505800011448"
"2700","1505800011452"
"2701","1505800011467"
"2702","1505800011471"
"2703","1505800011486"
"2704","1505800011518"
"2705","1505800011537"
"2706","1505800011541"
"2707","1505800011556"
"2708","1505800011560"
"2709","150580001158A"
"2710","1505800011594"
"2711","1505800011611"
"2712","1505800011630"
"2713","1505800011857"
"2714","1505800011861"
"2715","1505800011876"
"2716","1505800011880"
"2717","1505800011895"
"2718","1505800011908"
"2719","1505800011931"
"2720","1505800011946"
"2721","1505800011950"
"2722","1505800011965"
"2723","150580001197A"
"2724","1505800011984"
"2725","1505800011999"
"2726","1505800012003"
"2727","1505800012018"
"2728","1505800012022"
"2729","1505800012037"
"2730","1505800012041"
"2731","1505800012056"
"2732","1505800012060"
"2733","1505800012075"
"2734","150580001208A"
"2735","1505800012094"
"2736","1505800012107"
"2737","1505800012111"
"2738","1505800012126"
"2739","1505800012130"
"2740","1505800012145"
"2741","1505900010038"
"2742","1505900010042"
"2743","1505900010057"
"2744","1505900010080"
"2745","1505900010108"
"2746","1505900010112"
"2747","1505900010127"
"2748","1505900010146"
"2749","1505900170150"
"2750","1505900170165"
"2751","150590058017A"
"2752","1505900580184"
"2753","1506000010132"
"2754","1506000010170"
"2755","150600001019A"
"2756","1506000010240"
"2757","150600001026A"
"2758","1506000010293"
"2759","1506000010359"
"2760","1506000010378"
"2761","150600001040A"
"2762","1506000010448"
"2763","1506000010537"
"2764","1506000010541"
"2765","1506000010556"
"2766","1506000010560"
"2767","1506000010575"
"2768","150600001058A"
"2769","1506000010594"
"2770","1506000010607"
"2771","1506000010611"
"2772","1506000010626"
"2773","1506000010645"
"2774","1506000010700"
"2775","1506000010715"
"2776","150600001072A"
"2777","1506000010734"
"2778","1506000010749"
"2779","1506000010753"
"2780","1506000010768"
"2781","1506000010772"
"2782","1506000010787"
"2783","1506000010804"
"2784","1506000010819"
"2785","1506000010823"
"2786","1506000010838"
"2787","1506000010842"
"2788","1506000010857"
"2789","1506000010876"
"2790","1506000010880"
"2791","1506000010908"
"2792","1506000010912"
"2793","1506000010931"
"2794","1506000011003"
"2795","1506000011018"
"2796","1506000011022"
"2797","1506000011037"
"2798","1506000011041"
"2799","1506000011056"
"2800","1506000011060"
"2801","1506000011075"
"2802","150600001108A"
"2803","1506000011094"
"2804","1506000011107"
"2805","1506000011111"
"2806","1506000011126"
"2807","1506000011130"
"2808","1506000011145"
"2809","150600001115A"
"2810","1506000011179"
"2811","1506000011215"
"2812","150600001122A"
"2813","1506000011234"
"2814","1506000030414"
"2815","1506000030518"
"2816","1506000031249"
"2817","1506000040081"
"2818","1506000041268"
"2819","1506000160679"
"2820","1506000160683"
"2821","1506000160698"
"2822","1506000161253"
"2823","1506000180382"
"2824","1506000181287"
"2825","1506000200984"
"2826","1506000200999"
"2827","1506000250429"
"2828","1506000820946"
"2829","1506000820950"
"2830","1506000820965"
"2831","150600082097A"
"2832","1506000821164"
"2833","1506000821183"
"2834","1506000821198"
"2835","1506000821200"
"2836","1506000821272"
"2837","1506100010021"
"2838","1506100010036"
"2839","150610001006A"
"2840","1506100010074"
"2841","1506100010089"
"2842","1506100010093"
"2843","1506100010106"
"2844","1506100010110"
"2845","1506100010125"
"2846","1506100040144"
"2847","1506100040159"
"2848","1506100040163"
"2849","1506100040178"
"2850","1506100040182"
"2851","1506100040197"
"2852","150610004020A"
"2853","1506100040214"
"2854","1506200010118"
"2855","1506200010175"
"2856","150620001018A"
"2857","1506200010194"
"2858","1506200010207"
"2859","1506200010211"
"2860","1506200010226"
"2861","1506200010230"
"2862","1506200010245"
"2863","1506200010264"
"2864","1506200010298"
"2865","150620014025A"
"2866","1506200200048"
"2867","1506200200122"
"2868","1506200200137"
"2869","1506200200279"
"2870","1506200220067"
"2871","1506200220141"
"2872","1506200220160"
"2873","1506200220283"
"2874","1506200230033"
"2875","1506300010064"
"2876","1506300250134"
"2877","1506400010095"
"2878","1506400010108"
"2879","1506400010112"
"2880","1506400010127"
"2881","1506400010131"
"2882","1506400010146"
"2883","1506400010150"
"2884","1506500010035"
"2885","1506500010105"
"2886","150650001011A"
"2887","1506500010143"
"2888","1506500010158"
"2889","1506500010270"
"2890","1506500010302"
"2891","1506500070209"
"2892","1506500070213"
"2893","1506500070228"
"2894","1506500070232"
"2895","1506500070247"
"2896","1506500110251"
"2897","1506500110266"
"2898","1506500110285"
"2899","150650011029A"
"2900","1506500190162"
"2901","1506500190177"
"2902","1506600010032"
"2903","1506700010190"
"2904","1506700010203"
"2905","1506700050218"
"2906","1506700050222"
"2907","1506700120186"
"2908","1506700130260"
"2909","1506700140148"
"2910","150670014028A"
"2911","1506700150275"
"2912","1506700500237"
"2913","1506700500241"
"2914","1506700500256"
"2915","1506800010022"
"2916","150680001008A"
"2917","1506800010111"
"2918","1506800010130"
"2919","1506800010145"
"2920","150680001015A"
"2921","1506800010164"
"2922","1506800070183"
"2923","150690001002A"
"2924","1506900010049"
"2925","1506900010068"
"2926","1507000010020"
"2927","1507000010035"
"2928","150700001004A"
"2929","1507000010105"
"2930","150700001011A"
"2931","1507000010143"
"2932","1507000010158"
"2933","1507000010181"
"2934","1507000010209"
"2935","1507000010393"
"2936","1507000010406"
"2937","1507000010410"
"2938","1507000010425"
"2939","150700001043A"
"2940","1507000010463"
"2941","1507000010478"
"2942","1507000010482"
"2943","1507000010586"
"2944","1507000010590"
"2945","1507000010656"
"2946","150700001068A"
"2947","1507000010694"
"2948","1507000050904"
"2949","1507000050919"
"2950","1507000050923"
"2951","1507000050938"
"2952","1507000050942"
"2953","1507000050957"
"2954","1507000080961"
"2955","1507000080976"
"2956","1507000090980"
"2957","1507000090995"
"2958","150700013100A"
"2959","1507000131014"
"2960","1507000131029"
"2961","1507000131033"
"2962","1507000131048"
"2963","1507000131052"
"2964","1507000131067"
"2965","1507000171071"
"2966","1507000171086"
"2967","1507000171090"
"2968","1507000191103"
"2969","1507000191118"
"2970","1507000361122"
"2971","1507000371137"
"2972","1507000381141"
"2973","1507000381156"
"2974","1507000381160"
"2975","1507000381175"
"2976","150700038118A"
"2977","1507000381194"
"2978","1507000381207"
"2979","1507000381211"
"2980","1507000381226"
"2981","1507000391230"
"2982","1507000391245"
"2983","150700040125A"
"2984","1507000401264"
"2985","1507000401279"
"2986","1507000401283"
"2987","1507000401298"
"2988","1507000401300"
"2989","1507000401315"
"2990","150700040132A"
"2991","1507000401334"
"2992","1507000401349"
"2993","1507000401353"
"2994","1507000401368"
"2995","1507000401372"
"2996","1507000401387"
"2997","1507000401391"
"2998","1507000411404"
"2999","1507000411419"
"3000","1507000411423"
"3001","1507000411438"
"3002","1507000421442"
"3003","1507000431457"
"3004","1507000431461"
"3005","1507100010047"
"3006","1507100010085"
"3007","150710001009A"
"3008","1507100010102"
"3009","1507200010059"
"3010","1507200010063"
"3011","1507200010078"
"3012","1507200010082"
"3013","1507200010097"
"3014","150720001010A"
"3015","1507300010041"
"3016","1507300010056"
"3017","1507300010060"
"3018","1507300010075"
"3019","150730001008A"
"3020","1507300020094"
"3021","1507300020107"
"3022","1507300020111"
"3023","1507400010142"
"3024","1507400010299"
"3025","1507400010301"
"3026","1507400010316"
"3027","1507400010320"
"3028","1507400010388"
"3029","1507400010477"
"3030","1507400010481"
"3031","150740008041A"
"3032","1507400270424"
"3033","150740029034A"
"3034","1507400290373"
"3035","1507400450443"
"3036","1507400740458"
"3037","1507400740462"
"3038","1507400740496"
"3039","1507400920335"
"3040","1507400930392"
"3041","1507400970369"
"3042","1507400980265"
"3043","1507401040284"
"3044","1507402400439"
"3045","1507500010046"
"3046","1507500010050"
"3047","1507500010135"
"3048","150750001014A"
"3049","1507500010154"
"3050","1507500010169"
"3051","1507600010058"
"3052","1507600010062"
"3053","1507600010077"
"3054","1507600010096"
"3055","1507600010109"
"3056","1507600010113"
"3057","1507600010128"
"3058","1507600010132"
"3059","1507600010147"
"3060","1507600010185"
"3061","1507600010202"
"3062","1507600010240"
"3063","1507600010306"
"3064","1507600010310"
"3065","1507600010325"
"3066","1507600010359"
"3067","1507600010363"
"3068","1507600010378"
"3069","1507600010382"
"3070","1507600120397"
"3071","1507700010036"
"3072","1507800010033"
"3073","1507800010048"
"3074","1507900010030"
"3075","1507900010064"
"3076","1507900010079"
"3077","1507900010083"
"3078","1507900010098"
"3079","1507900010100"
"3080","1507900010115"
"3081","150790001012A"
"3082","1507900010134"
"3083","1508000010169"
"3084","1508000010173"
"3085","1508100010306"
"3086","1508100010310"
"3087","1508100010325"
"3088","150810001033A"
"3089","1508100010467"
"3090","1508100010734"
"3091","1508100010749"
"3092","1508100010927"
"3093","1508100010931"
"3094","1508100011183"
"3095","1508100040522"
"3096","1508100040537"
"3097","1508100040560"
"3098","1508100040575"
"3099","150810004058A"
"3100","1508100040594"
"3101","1508100040607"
"3102","1508100040611"
"3103","1508100090382"
"3104","1508100090908"
"3105","1508100090912"
"3106","1508100120378"
"3107","1508100120626"
"3108","1508100120630"
"3109","1508100120645"
"3110","150810012065A"
"3111","1508100120753"
"3112","1508100120768"
"3113","1508100120772"
"3114","1508100120787"
"3115","1508100120791"
"3116","1508100120946"
"3117","150810012122A"
"3118","1508100190096"
"3119","1508100190109"
"3120","1508100190113"
"3121","1508100190128"
"3122","1508100190132"
"3123","1508100190170"
"3124","1508100190185"
"3125","150810019019A"
"3126","1508100190202"
"3127","1508100190217"
"3128","1508100190274"
"3129","1508100190289"
"3130","1508100190293"
"3131","1508100190429"
"3132","1508100190486"
"3133","1508100190518"
"3134","1508100190541"
"3135","1508100190556"
"3136","1508100190664"
"3137","1508100190679"
"3138","1508100190683"
"3139","1508100190698"
"3140","1508100190700"
"3141","1508100190823"
"3142","1508100190838"
"3143","1508100190842"
"3144","1508100190950"
"3145","1508100190965"
"3146","150810019097A"
"3147","1508100190984"
"3148","1508100190999"
"3149","1508100191003"
"3150","1508100191018"
"3151","1508100191022"
"3152","1508100191037"
"3153","1508100191041"
"3154","1508100191056"
"3155","1508100191060"
"3156","1508100191075"
"3157","150810019108A"
"3158","1508100191107"
"3159","1508100191111"
"3160","1508100191126"
"3161","1508100191130"
"3162","1508100191145"
"3163","150810019115A"
"3164","1508100191164"
"3165","1508100191179"
"3166","1508100191234"
"3167","1508100191249"
"3168","1508100191253"
"3169","1508100250147"
"3170","1508100250151"
"3171","1508100250166"
"3172","1508100250240"
"3173","1508100250255"
"3174","150810025026A"
"3175","1508100250433"
"3176","1508100250448"
"3177","1508100250452"
"3178","1508100250715"
"3179","150810025072A"
"3180","1508100250819"
"3181","1508100251198"
"3182","1508100251200"
"3183","1508100501268"
"3184","1508100980876"
"3185","1508100980880"
"3186","1508100980895"
"3187","1508100981094"
"3188","1508200010110"
"3189","150820001020A"
"3190","1508200010375"
"3191","1508200010426"
"3192","1508200010430"
"3193","1508200010445"
"3194","150820001045A"
"3195","1508200010464"
"3196","1508200010479"
"3197","1508200010534"
"3198","1508200010549"
"3199","1508200010572"
"3200","1508200010587"
"3201","1508200010591"
"3202","1508200010619"
"3203","1508200010623"
"3204","1508200010638"
"3205","1508200010642"
"3206","1508200010657"
"3207","1508200220394"
"3208","1508200220407"
"3209","1508200220411"
"3210","1508300010048"
"3211","1508300010052"
"3212","1508300010067"
"3213","1508300010071"
"3214","1508300010086"
"3215","1508400010168"
"3216","1508400010172"
"3217","1508400010331"
"3218","1508400010346"
"3219","1508400010350"
"3220","1508400040204"
"3221","1508400040219"
"3222","1508400040308"
"3223","1508400040312"
"3224","1508400110280"
"3225","150840011037A"
"3226","1508400110384"
"3227","1508400110399"
"3228","1508400130435"
"3229","150840013044A"
"3230","1508400140115"
"3231","1508400140187"
"3232","1508400140191"
"3233","1508400140327"
"3234","1508400140365"
"3235","1508400170295"
"3236","1508400170401"
"3237","1508400170416"
"3238","1508400170420"
"3239","150850001017A"
"3240","1508500010184"
"3241","1508500010199"
"3242","1508500010201"
"3243","1508500010216"
"3244","1508500010220"
"3245","1508500010254"
"3246","1508500010269"
"3247","1508500010273"
"3248","1508500010292"
"3249","1508500010381"
"3250","1508500010409"
"3251","1508500140358"
"3252","1508500140362"
"3253","1508500140377"
"3254","150850024031A"
"3255","1508500240324"
"3256","1508500240396"
"3257","1508500380339"
"3258","1508500380343"
"3259","1508600010073"
"3260","1508600010143"
"3261","1508700010070"
"3262","150870010030A"
"3263","1508700170314"
"3264","1508700210136"
"3265","1508700270278"
"3266","1508700290282"
"3267","1508700290297"
"3268","1508700300085"
"3269","150870030016A"
"3270","1508700300174"
"3271","1508700300189"
"3272","1508700300329"
"3273","1508700790333"
"3274","1508800010059"
"3275","1508800010063"
"3276","1508800010078"
"3277","1508800010114"
"3278","1508800010133"
"3279","1508800010167"
"3280","1508800170398"
"3281","150880021035A"
"3282","1508800240082"
"3283","1508800240203"
"3284","1508800240241"
"3285","1508800240330"
"3286","1508800240379"
"3287","1508800270294"
"3288","1508800340400"
"3289","150880035028A"
"3290","1508800730415"
"3291","1508900010060"
"3292","1508900010075"
